"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 29 13:50:11 IST 2021","Fri Oct 29 13:50:35 IST 2021","23813","Suite","LoginSuite","com.qa.test.suite.LoginSuite","com.qa.test.suite.LoginSuite","TS_001_TC_001","TS_001-TC_001: To check the User Login screen in NCMS system with valid credentials","TS_001-TC_001: To check the User Login screen in NCMS system with valid credentials"
